cicada-solvers/iddt	https://github.com/cicada-solvers/iddt	0	-	-	2019-01-23T05:01:16Z	3301 - TOR Hidden Service Mapping - Control Server
cicada-solvers/documenting-cicada3301-scream314	https://github.com/cicada-solvers/documenting-cicada3301-scream314	7	HTML	-	2023-09-03T22:50:11Z	-
cicada-solvers/lp-decrypter	https://github.com/cicada-solvers/lp-decrypter	0	Python	-	2025-11-01T01:15:00Z	generic LP decrypter 1: functions of two runes
cicada-solvers/cadrypt	https://github.com/cicada-solvers/cadrypt	0	Dart	-	2021-11-07T01:54:52Z	A tool designed to assist with solving Liber Primus
cicada-solvers/miteo-3301tools	https://github.com/cicada-solvers/miteo-3301tools	0	Python	-	2025-11-01T01:10:39Z	-
cicada-solvers/project-runeberg	https://github.com/cicada-solvers/project-runeberg	0	-	-	2020-09-23T18:44:18Z	data for books in runes
cicada-solvers/Red_Rune_Cribs	https://github.com/cicada-solvers/Red_Rune_Cribs	0	-	-	2020-12-14T20:30:58Z	cribs for red runes
cicada-solvers/documenting-cicada-2016-micheloosterhof	https://github.com/cicada-solvers/documenting-cicada-2016-micheloosterhof	0	-	-	2016-01-06T05:21:44Z	Cicada 3301 2016
cicada-solvers/document-cicada-2014-micheloosterhof	https://github.com/cicada-solvers/document-cicada-2014-micheloosterhof	0	-	-	2014-06-02T22:53:58Z	cicada-2014
cicada-solvers/LPDecrypter	https://github.com/cicada-solvers/LPDecrypter	0	-	MIT	2020-12-06T15:02:44Z	-
cicada-solvers/LiberPrimusSolver	https://github.com/cicada-solvers/LiberPrimusSolver	0	JavaScript	GPL-3.0	2025-11-01T01:12:20Z	an attempt at solving Cicada 3301 Liber Primus
cicada-solvers/CICADA2K16-solving-tool	https://github.com/cicada-solvers/CICADA2K16-solving-tool	0	-	-	2016-02-10T20:01:36Z	-
cicada-solvers/csrkd	https://github.com/cicada-solvers/csrkd	0	-	-	2019-09-27T22:06:53Z	Cicada Shifting Running Key Decoder
cicada-solvers/ale-cicada3301-search	https://github.com/cicada-solvers/ale-cicada3301-search	0	-	MIT	2020-07-14T21:24:07Z	A playground to experiment with cicada puzzles.
cicada-solvers/3301terminal	https://github.com/cicada-solvers/3301terminal	0	-	-	2020-06-12T20:45:08Z	emulation of 3301's telnet terminal
cicada-solvers/liber_primus_finds	https://github.com/cicada-solvers/liber_primus_finds	0	-	-	2025-11-01T01:03:47Z	-
cicada-solvers/gutenberg-txt	https://github.com/cicada-solvers/gutenberg-txt	0	-	-	2019-09-16T09:11:57Z	-
cicada-solvers/deep-web-hash-as-ed25519	https://github.com/cicada-solvers/deep-web-hash-as-ed25519	0	C	CC0-1.0	2021-03-23T21:54:01Z	Documenting a failed attempt : Interpreting the deep web hash as the 'ed25519' secret of a v3 onion.
cicada-solvers/solving-3301-code-2013	https://github.com/cicada-solvers/solving-3301-code-2013	0	-	-	2017-05-02T19:06:11Z	scripts for solving cicada in 2013/2014
cicada-solvers/cicada-runes-2014-transcriber	https://github.com/cicada-solvers/cicada-runes-2014-transcriber	0	-	-	2015-01-11T19:13:23Z	-
cicada-solvers/The-Complete-Cicada3301-Archive	https://github.com/cicada-solvers/The-Complete-Cicada3301-Archive	107	HTML	NOASSERTION	2025-11-01T00:59:30Z	-
cicada-solvers/LiberPrTools	https://github.com/cicada-solvers/LiberPrTools	0	-	-	2021-03-17T19:28:04Z	tools for decyphering Liber Primus, developed by Angelo Fiore
cicada-solvers/LiberPrTools-Web	https://github.com/cicada-solvers/LiberPrTools-Web	0	JavaScript	-	2021-09-05T14:57:34Z	tools for decyphering Liber Primus, developed by Angelo Fiore. Converted to a webapp
cicada-solvers/CicaData	https://github.com/cicada-solvers/CicaData	0	-	-	2020-09-16T02:36:32Z	A catalogue of Cicada 3301 files, their attributes and relationships using JSON.
cicada-solvers/GPPrimeView	https://github.com/cicada-solvers/GPPrimeView	2	JavaScript	-	2021-11-28T05:23:11Z	view gematria sum primes live while writing text!
cicada-solvers/Rain-3301	https://github.com/cicada-solvers/Rain-3301	1	-	-	2025-11-01T00:49:39Z	-
cicada-solvers/845145127.com	https://github.com/cicada-solvers/845145127.com	1	HTML	-	2023-07-13T23:37:05Z	Repository aiming at documenting and hosting reenactments of 845145127.com
cicada-solvers/wiki-timelines	https://github.com/cicada-solvers/wiki-timelines	0	JavaScript	-	2022-12-09T10:15:44Z	 Interactive timelines for the "Uncovering Cicada" wiki!
cicada-solvers/optimisticninja_cicada3301	https://github.com/cicada-solvers/optimisticninja_cicada3301	1	HTML	-	2022-12-09T08:47:24Z	Fork of optimisticninja's GitLab repository : https://gitlab.com/optimisticninja/cicada3301
cicada-solvers/joutguess	https://github.com/cicada-solvers/joutguess	2	JavaScript	-	2023-01-25T21:12:44Z	Archive of the JOutguess code repository. Copyright crashdemons.
cicada-solvers/joutguess-rebirth	https://github.com/cicada-solvers/joutguess-rebirth	1	JavaScript	GPL-3.0	2023-04-22T22:26:15Z	https://cicada-solvers.github.io/joutguess-rebirth/
cicada-solvers/monokuma-ConvolutionKernels	https://github.com/cicada-solvers/monokuma-ConvolutionKernels	0	Python	-	2025-11-01T00:44:10Z	Image manipulation for analyzing the convolution kernels used to produce the tree images in 32.jpg and 55.jpg in Liber Primus
cicada-solvers/3301_assist	https://github.com/cicada-solvers/3301_assist	0	Python	-	2023-08-13T08:00:01Z	Project with some base statistics so you can check if your tool is working
cicada-solvers/JBO-cicada_tools	https://github.com/cicada-solvers/JBO-cicada_tools	1	Python	-	2025-11-01T00:42:01Z	Cicada 3301 Python utilities from JBO
cicada-solvers/neuroretransmit-cicada	https://github.com/cicada-solvers/neuroretransmit-cicada	2	HTML	-	2026-07-22T09:14:12Z	Solves/recreation and archive of pieces so you don't have to. Stay away from this puzzle.
cicada-solvers/cmbcidada3301	https://github.com/cicada-solvers/cmbcidada3301	0	C#	Apache-2.0	2026-02-24T16:21:27Z	Cidada 3301 Liber Primus Tool.
cicada-solvers/libergo	https://github.com/cicada-solvers/libergo	0	Go	Apache-2.0	2025-12-23T01:41:28Z	Tools written for the command line in Go.  I had originally written stuff in C#, but it was getting a bit slow.  Go performs better.
cicada-solvers/cmbsolverwp	https://github.com/cicada-solvers/cmbsolverwp	0	JavaScript	Apache-2.0	2025-11-24T02:05:57Z	Wordpress plugins for Cicada and other puzzle solving utilities
cicada-solvers/aldegonde	https://github.com/cicada-solvers/aldegonde	0	-	ISC	2026-08-10T23:53:03Z	Aldegonde
