leorahross2015-afk/Full-Translation-of-Liber-Primus-Cicada-3301-	https://github.com/leorahross2015-afk/Full-Translation-of-Liber-Primus-Cicada-3301-	1	-	-	2025-09-05T20:35:13Z	Hi everyone,  As part of my fascination with Cicada 3301, I wanted to share a full translation 
mae3301/chatbot_cribber	https://github.com/mae3301/chatbot_cribber	0	-	-	2023-09-01T20:05:07Z	Use new chatbot technology to make a cribber for unsolved Liber Primus
d4v1-sudo/my_cicada_tools_cpp	https://github.com/d4v1-sudo/my_cicada_tools_cpp	0	C++	-	2026-08-17T16:29:58Z	My collection of tools (mostly statistical and structural analysis) for Liber Primus
marvhus/cicada-3301_cuneiform_33-39	https://github.com/marvhus/cicada-3301_cuneiform_33-39	0	Python	-	2023-03-12T13:11:54Z	Some stuff relating to pages 33 to 39 of Liber Primus (named "Cuneiform")
Pitchfork-and-Torch/folio	https://github.com/Pitchfork-and-Torch/folio	0	TypeScript	MIT	2026-08-19T00:51:54Z	Night archive of ongoing research desks. Liber Primus and Voynich labs. Hypothesis only.
cicadasolver10926310/PG56-Crack	https://github.com/cicadasolver10926310/PG56-Crack	0	-	-	2020-10-11T19:12:32Z	Project (contribute on discord) to crack the has on page 56 of liber primus.
sasha-thecornerspore-dev/RuneSwiss	https://github.com/sasha-thecornerspore-dev/RuneSwiss	0	TypeScript	-	2026-07-25T16:58:05Z	Cryptanalysis workbench for the Cicada 3301 Liber Primus: Gematria Primus, Elder Futhark translation, every known cipher, statistical analysis, and an AI brainstorming partner. Electron desktop app.
pansophos/pansophos.github.io	https://github.com/pansophos/pansophos.github.io	1	Astro	NOASSERTION	2023-09-02T02:43:18Z	“Dimidium facti, qui coepit, habet; sapere aude, incipe.” － Epistularum Liber Primus ab Quintus Horatius Flaccus (“Horace”), 20 ʙ.ᴄ.ᴇ.
BFGriffith/pansophical-pursuits	https://github.com/BFGriffith/pansophical-pursuits	0	Astro	MIT	2023-04-29T23:01:44Z	“Dimidium facti, qui coepit, habet; sapere aude, incipe.” Epistularum Liber Primus ab Quintus Horatius Flaccus (“Horace”), 20 ʙ.ᴄ.ᴇ.
MonokumaBear/cicadaConvolutionKernels	https://github.com/MonokumaBear/cicadaConvolutionKernels	1	Python	-	2023-07-30T20:05:26Z	Image manipulation for analyzing the convolution kernels used to produce the tree images in 32.jpg and 55.jpg in Liber Primus
Corrupt3dAngel/LPD-Modern	https://github.com/Corrupt3dAngel/LPD-Modern	0	C#	-	2023-03-19T15:56:14Z	LPDecrypt - designed for the book "Liber Primus" - now features a more aesthetically pleasing user interface (UI), While the tool retains much of its original codebase, numerous changes have been made to improve its functionality, usability, and overall performance.
Dukotah/cicada3301	https://github.com/Dukotah/cicada3301	1	Python	-	2026-08-19T22:05:00Z	Verifiable source of truth on the unsolved Cicada 3301 Liber Primus (LP2 pages 0-54, 12,956 runes): a rig that reproduces every known solved page, a machine-readable ledger of every attack ruled out, an oracle that adjudicates claimed solves, and plant-and-recover benchmarks. Verdict: OTP-class, NOT 'unsolvable'.
