Pranav-1545/Cicada3301	https://github.com/Pranav-1545/Cicada3301	0	HTML	-	2025-04-28T10:19:54Z	-
bumble-ish/cicada3301	https://github.com/bumble-ish/cicada3301	0	-	-	2018-06-06T22:43:13Z	-
CICADA330122/CICADA330122	https://github.com/CICADA330122/CICADA330122	0	-	-	2026-04-18T11:06:41Z	-
nexon33/cicada3301	https://github.com/nexon33/cicada3301	1	Python	-	2025-10-28T19:11:04Z	-
cicada3301gsPGP/cicada3301	https://github.com/cicada3301gsPGP/cicada3301	0	-	-	2026-01-26T00:05:30Z	PGP GOOD SIGNATURE
turayevr12-spec/Cicada3301	https://github.com/turayevr12-spec/Cicada3301	0	-	-	2026-07-13T18:16:34Z	-
brexcool/cicada3301	https://github.com/brexcool/cicada3301	0	-	-	2020-04-05T11:32:34Z	-
agent25/cicada3301	https://github.com/agent25/cicada3301	0	Dart	-	2026-01-12T19:45:36Z	-
JosuelChifuanda/cicada3301	https://github.com/JosuelChifuanda/cicada3301	0	JavaScript	-	2025-05-17T09:00:26Z	-
Amandagitclonehecker/Cicada3301	https://github.com/Amandagitclonehecker/Cicada3301	0	-	-	2023-03-23T17:09:36Z	Cicada3301 is a general hacker 
Cicada3301980/Cicada3301980	https://github.com/Cicada3301980/Cicada3301980	0	-	-	2024-08-25T00:09:22Z	Config files for my GitHub profile.
BenMbarekDev/Cicada3301	https://github.com/BenMbarekDev/Cicada3301	0	JavaScript	-	2023-02-09T16:44:11Z	it's simple site with Native JS 
navyarathore/cicada3301	https://github.com/navyarathore/cicada3301	0	-	-	2026-02-27T16:11:19Z	-
Codername47/Cicada3301	https://github.com/Codername47/Cicada3301	0	JavaScript	-	2022-08-09T14:33:29Z	-
edi227/Cicada3301	https://github.com/edi227/Cicada3301	0	-	-	2025-05-09T08:48:45Z	Robot cu AI integrat care constuieste structuri simple din cuburi
Yellahabibi/Cicada3301	https://github.com/Yellahabibi/Cicada3301	0	-	-	2019-08-19T12:53:34Z	-
AdhyyanGupta24/Cicada3301	https://github.com/AdhyyanGupta24/Cicada3301	0	HTML	-	2021-07-08T14:35:13Z	-
zxprhy200/cicada3301	https://github.com/zxprhy200/cicada3301	0	HTML	-	2026-08-03T23:08:15Z	-
wojack19/Cicada3301	https://github.com/wojack19/Cicada3301	0	-	-	2025-04-22T15:12:01Z	-
Cicadas3301/cicadas3301	https://github.com/Cicadas3301/cicadas3301	0	-	-	2019-12-18T16:30:54Z	-
SevenCarrot/Cicada3301	https://github.com/SevenCarrot/Cicada3301	0	-	-	2025-11-02T18:41:36Z	-
fazfactor/cicada3301	https://github.com/fazfactor/cicada3301	0	-	-	2020-05-31T14:56:13Z	-
wtf-jik/cicada3301	https://github.com/wtf-jik/cicada3301	0	Python	-	2020-04-28T03:05:57Z	This repository contains the small amount of work I have put into the cicada3301 challenges.
anurag708989/Cicada3301	https://github.com/anurag708989/Cicada3301	0	-	-	2021-01-19T15:45:08Z	tryhackme challenge
taraweling/Cicada3301	https://github.com/taraweling/Cicada3301	1	Python	-	2022-12-16T13:28:13Z	-
KiranAk23/Cicada3301	https://github.com/KiranAk23/Cicada3301	0	HTML	-	2024-02-23T14:50:06Z	-
ElaminiSoulaimane/3301Cicada	https://github.com/ElaminiSoulaimane/3301Cicada	0	HTML	-	2025-04-22T19:36:33Z	-
Cicada3301sourse/Cicada3301	https://github.com/Cicada3301sourse/Cicada3301	0	HTML	-	2025-11-05T18:58:06Z	-
Cicadadenis/cicada3301	https://github.com/Cicadadenis/cicada3301	0	Python	-	2021-10-07T12:32:14Z	-
DevelopersCommunity-KGEC/cicada-3301	https://github.com/DevelopersCommunity-KGEC/cicada-3301	0	TypeScript	-	2026-01-02T15:01:19Z	https://cicada.gdsckgec.in
ndalf/cicada3301	https://github.com/ndalf/cicada3301	0	Python	-	2020-08-06T15:49:02Z	-
jaxonkuipers/cicada3301	https://github.com/jaxonkuipers/cicada3301	0	-	-	2026-08-19T02:18:22Z	-
ragllmprototype/cicada-3301-investigation	https://github.com/ragllmprototype/cicada-3301-investigation	0	-	-	2026-06-17T20:47:32Z	A deep-dive into Cicada 3301.
LucasPazin77/cicada3301	https://github.com/LucasPazin77/cicada3301	0	HTML	MIT	2024-11-29T02:16:31Z	-
Cicadadenis/web_cicada3301	https://github.com/Cicadadenis/web_cicada3301	0	PHP	-	2022-11-05T01:05:58Z	-
Cicada3301module/Cicada3301-Simulator	https://github.com/Cicada3301module/Cicada3301-Simulator	0	JavaScript	-	2024-08-30T22:57:34Z	The Cicada3301 Simulator Webpage, used for a KTANE module
Mukund-Tandon/cicada-Posinews	https://github.com/Mukund-Tandon/cicada-Posinews	0	Dart	-	2021-08-25T11:36:01Z	Project for Cicada 3301: Reinvented Hackathon 
32Butterfly/Cicada3301-CTF	https://github.com/32Butterfly/Cicada3301-CTF	0	HTML	-	2025-12-15T11:16:26Z	-
cicada3301-on/CICADA3301-on	https://github.com/cicada3301-on/CICADA3301-on	0	-	-	2021-03-15T04:10:55Z	-
CICADA3301H/CICADA3301H	https://github.com/CICADA3301H/CICADA3301H	0	-	-	2022-03-09T10:08:50Z	Config files for my GitHub profile.
devjonesrodrigues/historia-cicada3301	https://github.com/devjonesrodrigues/historia-cicada3301	0	HTML	-	2023-11-27T09:46:43Z	-
Cicadadenis/WIMManager-Cicada3301	https://github.com/Cicadadenis/WIMManager-Cicada3301	0	Python	-	2025-12-07T13:04:21Z	Инструмент с графическим интерфейсом для монтирования файлов Windows WIM (DISM/wimlib).
medlahsoumi/cicada3301-Luciole	https://github.com/medlahsoumi/cicada3301-Luciole	0	HTML	MIT	2021-04-13T13:46:10Z	-
Maty787/Agent-Game	https://github.com/Maty787/Agent-Game	1	HTML	-	2025-05-06T21:19:42Z	Small game, linked to Cicada 3301
Anjali-ai-16/CICADA3301_SUBMISSION-	https://github.com/Anjali-ai-16/CICADA3301_SUBMISSION-	0	-	-	2021-05-29T09:20:27Z	-
krcdavis/cicada-tools	https://github.com/krcdavis/cicada-tools	0	Python	-	2024-05-09T23:19:55Z	Cicada 3301 Liber Primus python scripts
Motealieb/cicada3301-store	https://github.com/Motealieb/cicada3301-store	0	JavaScript	EPL-2.0	2025-07-08T14:53:32Z	Decode your elegance 
sgroveman/cicada3301_lp	https://github.com/sgroveman/cicada3301_lp	0	Python	GPL-3.0	2024-01-13T20:45:00Z	Dedicated to solving attempts, tools, and information about the Liber Primus
TheBigBacon/FORUM-CICADA3301	https://github.com/TheBigBacon/FORUM-CICADA3301	0	HTML	-	2026-06-19T07:17:38Z	-
